start	
43740	[E-2] 헤파스토의 헬멧+1
43741	[E-2.5] 헤파스토의 헬멧+1
43742	[E-3] 헤파스토의 헬멧+1
43743	[E-3.5] 헤파스토의 헬멧+1
43744	[E-4] 헤파스토의 헬멧+1
43745	[W-1] 헤파스토의 바지+1
43746	[W-2] 헤파스토의 바지+1
43747	[E-1] 헤파스토의 바지+1
43748	[E-1.5] 헤파스토의 바지+1
43749	[E-2] 헤파스토의 바지+1
43750	[E-2.5] 헤파스토의 바지+1
43751	[E-3] 헤파스토의 바지+1
43752	[E-3.5] 헤파스토의 바지+1
43753	[E-4] 헤파스토의 바지+1
43754	[W-1] 헤파스토의 부츠+1
43755	[W-2] 헤파스토의 부츠+1
43756	[E-1] 헤파스토의 부츠+1
43757	[E-1.5] 헤파스토의 부츠+1
43758	[E-2] 헤파스토의 부츠+1
43759	[E-2.5] 헤파스토의 부츠+1
43760	[E-3] 헤파스토의 부츠+1
43761	[E-3.5] 헤파스토의 부츠+1
43762	[E-4] 헤파스토의 부츠+1
43763	[W-1] 헤파스토의 장갑+1
43764	[W-2] 헤파스토의 장갑+1
43765	[E-1] 헤파스토의 장갑+1
43766	[E-1.5] 헤파스토의 장갑+1
43767	[E-2] 헤파스토의 장갑+1
43768	[E-2.5] 헤파스토의 장갑+1
43769	[E-3] 헤파스토의 장갑+1
43770	[E-3.5] 헤파스토의 장갑+1
43771	[E-4] 헤파스토의 장갑+1
43772	[W-1] 헤파스토의 벨트+1
43773	[W-2] 헤파스토의 벨트+1
43774	[E-1] 헤파스토의 벨트+1
43775	[E-1.5] 헤파스토의 벨트+1
43776	[E-2] 헤파스토의 벨트+1
43777	[E-2.5] 헤파스토의 벨트+1
43778	[E-3] 헤파스토의 벨트+1
43779	[E-3.5] 헤파스토의 벨트+1
43780	[E-4] 헤파스토의 벨트+1
43681	[W-1] 헤파스토의 셔츠+1
43682	[W-2] 헤파스토의 셔츠+1
43683	[E-1] 헤파스토의 셔츠+1
43684	[E-1.5] 헤파스토의 셔츠+1
43685	[E-2] 헤파스토의 셔츠+1
43686	[E-2.5] 헤파스토의 셔츠+1
43687	[E-3] 헤파스토의 셔츠+1
43688	[E-3.5] 헤파스토의 셔츠+1
43689	[E-4] 헤파스토의 셔츠+1
43691	[W-1] 헤파스토의 갑옷+1
43692	[W-2] 헤파스토의 갑옷+1
43693	[E-1] 헤파스토의 갑옷+1
43694	[E-1.5] 헤파스토의 갑옷+1
43695	[E-2] 헤파스토의 갑옷+1
43696	[E-2.5] 헤파스토의 갑옷+1
43697	[E-3] 헤파스토의 갑옷+1
43698	[E-3.5] 헤파스토의 갑옷+1
43699	[E-4] 헤파스토의 갑옷+1
44681	장비 각성에 필요한 재료\n[투사의 엘리트 1차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44682	장비 각성에 필요한 재료\n[투사의 엘리트 2차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44683	장비 각성에 필요한 재료\n[엘리트 1차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44684	장비 각성에 필요한 재료\n[엘리트 1.5차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44685	장비 각성에 필요한 재료\n[엘리트 2차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44686	장비 각성에 필요한 재료\n[엘리트 2.5차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44687	장비 각성에 필요한 재료\n[엘리트 3차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44688	장비 각성에 필요한 재료\n[엘리트 3.5차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44689	장비 각성에 필요한 재료\n[엘리트 4차 셔츠]의 각성레벨을 1만큼 상승시킵니다.
44691	장비 각성에 필요한 재료\n[투사의 엘리트 1차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44692	장비 각성에 필요한 재료\n[투사의 엘리트 2차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44693	장비 각성에 필요한 재료\n[엘리트 1차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44694	장비 각성에 필요한 재료\n[엘리트 1.5차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44695	장비 각성에 필요한 재료\n[엘리트 2차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44696	장비 각성에 필요한 재료\n[엘리트 2.5차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44697	장비 각성에 필요한 재료\n[엘리트 3차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44698	장비 각성에 필요한 재료\n[엘리트 3.5차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44699	장비 각성에 필요한 재료\n[엘리트 4차 갑옷]의 각성레벨을 1만큼 상승시킵니다.
44715	장비 각성에 필요한 재료\n[투사의 엘리트 1차 무기]의 각성레벨을 1만큼 상승시킵니다.
44716	장비 각성에 필요한 재료\n[투사의 엘리트 2차 무기]의 각성레벨을 1만큼 상승시킵니다.
44717	장비 각성에 필요한 재료\n[유니크 1차 무기]의 각성레벨을 1만큼 상승시킵니다.
44718	장비 각성에 필요한 재료\n[유니크 1.5차 무기]의 각성레벨을 1만큼 상승시킵니다.
44719	장비 각성에 필요한 재료\n[유니크 2차 무기]의 각성레벨을 1만큼 상승시킵니다.
44720	장비 각성에 필요한 재료\n[엘리트 1차 무기]의 각성레벨을 1만큼 상승시킵니다.
44721	장비 각성에 필요한 재료\n[엘리트 1.5차 무기]의 각성레벨을 1만큼 상승시킵니다.
44722	장비 각성에 필요한 재료\n[엘리트 2차 무기]의 각성레벨을 1만큼 상승시킵니다.
44723	장비 각성에 필요한 재료\n[엘리트 2.5차 무기]의 각성레벨을 1만큼 상승시킵니다.
44724	장비 각성에 필요한 재료\n[엘리트 3차 무기]의 각성레벨을 1만큼 상승시킵니다.
44725	장비 각성에 필요한 재료\n[엘리트 3.5차 무기]의 각성레벨을 1만큼 상승시킵니다.
44726	장비 각성에 필요한 재료\n[엘리트 4차 무기]의 각성레벨을 1만큼 상승시킵니다.
44727	장비 각성에 필요한 재료\n[투사의 엘리트 1차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44728	장비 각성에 필요한 재료\n[투사의 엘리트 2차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44729	장비 각성에 필요한 재료\n[엘리트 1차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44730	장비 각성에 필요한 재료\n[엘리트 1.5차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44731	장비 각성에 필요한 재료\n[엘리트 2차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44732	장비 각성에 필요한 재료\n[엘리트 2.5차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44733	장비 각성에 필요한 재료\n[엘리트 3차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44734	장비 각성에 필요한 재료\n[엘리트 3.5차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44735	장비 각성에 필요한 재료\n[엘리트 4차 프로텍터]의 각성레벨을 1만큼 상승시킵니다.	
44736	장비 각성에 필요한 재료\n[투사의 엘리트 1차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44737	장비 각성에 필요한 재료\n[투사의 엘리트 2차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44738	장비 각성에 필요한 재료\n[엘리트 1차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44739	장비 각성에 필요한 재료\n[엘리트 1.5차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44740	장비 각성에 필요한 재료\n[엘리트 2차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44741	장비 각성에 필요한 재료\n[엘리트 2.5차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44742	장비 각성에 필요한 재료\n[엘리트 3차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44743	장비 각성에 필요한 재료\n[엘리트 3.5차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44744	장비 각성에 필요한 재료\n[엘리트 4차 헬멧]의 각성레벨을 1만큼 상승시킵니다.	
44745	장비 각성에 필요한 재료\n[투사의 엘리트 1차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44746	장비 각성에 필요한 재료\n[투사의 엘리트 2차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44747	장비 각성에 필요한 재료\n[엘리트 1차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44748	장비 각성에 필요한 재료\n[엘리트 1.5차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44749	장비 각성에 필요한 재료\n[엘리트 2차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44750	장비 각성에 필요한 재료\n[엘리트 2.5차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44751	장비 각성에 필요한 재료\n[엘리트 3차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44752	장비 각성에 필요한 재료\n[엘리트 3.5차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44753	장비 각성에 필요한 재료\n[엘리트 4차 바지]의 각성레벨을 1만큼 상승시킵니다.	
44754	장비 각성에 필요한 재료\n[투사의 엘리트 1차 부츠]의 각성레벨을 1만큼 상승시킵니다.
44755	장비 각성에 필요한 재료\n[투사의 엘리트 2차 부츠]의 각성레벨을 1만큼 상승시킵니다.
44756	장비 각성에 필요한 재료\n[엘리트 1차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44757	장비 각성에 필요한 재료\n[엘리트 1.5차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44758	장비 각성에 필요한 재료\n[엘리트 2차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44759	장비 각성에 필요한 재료\n[엘리트 2.5차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44760	장비 각성에 필요한 재료\n[엘리트 3차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44761	장비 각성에 필요한 재료\n[엘리트 3.5차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44762	장비 각성에 필요한 재료\n[엘리트 4차 부츠]의 각성레벨을 1만큼 상승시킵니다.	
44763	장비 각성에 필요한 재료\n[투사의 엘리트 1차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44764	장비 각성에 필요한 재료\n[투사의 엘리트 2차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44765	장비 각성에 필요한 재료\n[엘리트 1차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44766	장비 각성에 필요한 재료\n[엘리트 1.5차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44767	장비 각성에 필요한 재료\n[엘리트 2차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44768	장비 각성에 필요한 재료\n[엘리트 2.5차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44769	장비 각성에 필요한 재료\n[엘리트 3차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44770	장비 각성에 필요한 재료\n[엘리트 3.5차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44771	장비 각성에 필요한 재료\n[엘리트 4차 장갑]의 각성레벨을 1만큼 상승시킵니다.	
44772	장비 각성에 필요한 재료\n[투사의 엘리트 1차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44773	장비 각성에 필요한 재료\n[투사의 엘리트 2차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44774	장비 각성에 필요한 재료\n[엘리트 1차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44775	장비 각성에 필요한 재료\n[엘리트 1.5차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44776	장비 각성에 필요한 재료\n[엘리트 2차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44777	장비 각성에 필요한 재료\n[엘리트 2.5차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44778	장비 각성에 필요한 재료\n[엘리트 3차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44779	장비 각성에 필요한 재료\n[엘리트 3.5차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
44780	장비 각성에 필요한 재료\n[엘리트 4차 벨트]의 각성레벨을 1만큼 상승시킵니다.	
48105	세리엔트 온천에 입장할 수 있는 이용권.\n일반탕 이용권을 소지한채로 일반탕에 몸을 담그면 7초마다 260,000의 경험치를 획득할 수 있습니다.\n\n여러개의 이용권을 가지고 있어도 경험치 효과가 중첩되지 않습니다. 구입 시 주의해 주세요.\n\n세리엔트 온천은 130레벨부터 입장 가능하며, 코르토크 마을 및 에스마라 마을 잡화상인에게서 온천 이동스크롤을 구입할 수 있습니다.
43812	[E-1] 헤파스토의 무기+9
43813	[E-1] 헤파스토의 갑옷+9
43814	[E-1] 헤파스토의 프로텍터+9
43815	[E-1] 헤파스토의 헬멧+9
43816	[E-1] 헤파스토의 바지+9
43817	[E-1] 헤파스토의 부츠+9
43818	[E-1] 헤파스토의 장갑+9
43819	[E-1] 헤파스토의 벨트+9
43820	[E-1] 헤파스토의 셔츠+9
43821	[E-1.5] 헤파스토의 갑옷+9
43822	[E-1.5] 헤파스토의 프로텍터+9
43823	[E-1.5] 헤파스토의 헬멧+9
43824	[E-1.5] 헤파스토의 바지+9
43825	[E-1.5] 헤파스토의 부츠+9
43826	[E-1.5] 헤파스토의 장갑+9
43827	[E-1.5] 헤파스토의 벨트+9
43828	[E-1.5] 헤파스토의 셔츠+9
44812	장비 각성에 필요한 재료\n[엘리트 1차 무기]의 각성레벨을 9만큼 상승시킵니다.
44813	장비 각성에 필요한 재료\n[엘리트 1차 갑옷]의 각성레벨을 9만큼 상승시킵니다.
44814	장비 각성에 필요한 재료\n[엘리트 1차 프로텍터]의 각성레벨을 9만큼 상승시킵니다.
44815	장비 각성에 필요한 재료\n[엘리트 1차 헬멧]의 각성레벨을 9만큼 상승시킵니다.
44816	장비 각성에 필요한 재료\n[엘리트 1차 바지]의 각성레벨을 9만큼 상승시킵니다.
44817	장비 각성에 필요한 재료\n[엘리트 1차 부츠]의 각성레벨을 9만큼 상승시킵니다.
44818	장비 각성에 필요한 재료\n[엘리트 1차 장갑]의 각성레벨을 9만큼 상승시킵니다.
44819	장비 각성에 필요한 재료\n[엘리트 1차 벨트]의 각성레벨을 9만큼 상승시킵니다.
44820	장비 각성에 필요한 재료\n[엘리트 1차 셔츠]의 각성레벨을 9만큼 상승시킵니다.
44821	장비 각성에 필요한 재료\n[엘리트 1.5차 갑옷]의 각성레벨을 9만큼 상승시킵니다.
44822	장비 각성에 필요한 재료\n[엘리트 1.5차 프로텍터]의 각성레벨을 9만큼 상승시킵니다.
44823	장비 각성에 필요한 재료\n[엘리트 1.5차 헬멧]의 각성레벨을 9만큼 상승시킵니다.
44824	장비 각성에 필요한 재료\n[엘리트 1.5차 바지]의 각성레벨을 9만큼 상승시킵니다.
44825	장비 각성에 필요한 재료\n[엘리트 1.5차 부츠]의 각성레벨을 9만큼 상승시킵니다.
44826	장비 각성에 필요한 재료\n[엘리트 1.5차 장갑]의 각성레벨을 9만큼 상승시킵니다.
44827	장비 각성에 필요한 재료\n[엘리트 1.5차 벨트]의 각성레벨을 9만큼 상승시킵니다.
44828	장비 각성에 필요한 재료\n[엘리트 1.5차 셔츠]의 각성레벨을 9만큼 상승시킵니다.
30321	[E-2] 메르카바의 양손도끼
30322	[E-2] 메르카바의 양손검
30323	[E-2] 이슈타르의 한손검
30324	[E-2] 이슈타르의 창
30325	[E-2] 지브릴 대거
30326	[E-2] 지브릴 채찍검
30327	[E-2] 마라크의 지팡이
30328	[E-2] 마라크의 오브
30329	[E-2] 카르시스의 한손 석궁
30330	[E-2] 카르시스의 에테르 웨폰
30331	[E-2] 핀디아스의 건틀렛
30332	[E-2] 핀디아스의 에테르사이드
30333	[E-2] 마르두크의 에테르블래스터
30334	[E-2] 남타르의 아크블레이드
30335	[E-2.5] 피로물든 메르카바의 양손도끼
30336	[E-2.5] 피로물든 메르카바의 양손검
30337	[E-2.5] 피로물든 이슈타르의 한손검
30338	[E-2.5] 피로물든 이슈타르의 창
30339	[E-2.5] 피로물든 지브릴 대거
30340	[E-2.5] 피로물든 지브릴 채찍검
30341	[E-2.5] 피로물든 마라크의 지팡이
30342	[E-2.5] 피로물든 마라크의 오브
30343	[E-2.5] 피로물든 카르시스의 한손 석궁
30344	[E-2.5] 피로물든 카르시스의 에테르 웨폰
30345	[E-2.5] 피로물든 핀디아스의 건틀렛
30346	[E-2.5] 피로물든 핀디아스의 에테르사이드
30347	[E-2.5] 피로물든 마르두크의 에테르블래스터
30348	[E-2.5] 피로물든 남타르의 아크블레이드
30349	[E-3] 무스펠의 양손도끼
30350	[E-3] 무스펠의 양손검
30351	[E-3] 요툰의 한손검
30352	[E-3] 요툰의 창
30353	[E-3] 니플의 대거
30354	[E-3] 니플의 채찍검
30355	[E-3] 알브의 지팡이
30356	[E-3] 알브의 오브
30357	[E-3] 바나의 한손 석궁
30358	[E-3] 바나의 에테르 웨폰
30359	[E-3] 스바르트의 건틀렛
30360	[E-3] 스바르트의 에테르사이드
30361	[E-3] 티르의 에테르블래스터
30362	[E-3] 테미스의 아크블레이드
//오후 1:15 2015-06-12
43227	버서커용 수영복 코스튬 (무제한)
43228	드래곤나이트용 수영복 코스튬 (무제한)
43229	발키리용 수영복 코스튬 (무제한)
43230	엘리멘탈리스트용 수영복 코스튬 (무제한)
43231	섀도우용 수영복 코스튬 (무제한)
43232	미스틱용 수영복 코스튬 (무제한)
43233	헬로이드용 수영복 코스튬 (무제한)
43234	위치블레이드용 수영복 코스튬 (무제한)
43235	버서커용 수영복 코스튬
43236	드래곤나이트용 수영복 코스튬
43237	발키리용 수영복 코스튬
43238	엘리멘탈리스트용 수영복 코스튬
43239	섀도우용 수영복 코스튬
43240	미스틱용 수영복 코스튬
43241	헬로이드용 수영복 코스튬
43242	위치블레이드용 수영복 코스튬
43243	[강화판] 버서커용 수영복 코스튬 (무제한)
43244	[강화판] 드래곤나이트용 수영복 코스튬 (무제한)
43245	[강화판] 발키리용 수영복 코스튬 (무제한)
43246	[강화판] 엘리멘탈리스트용 수영복 코스튬 (무제한)
43247	[강화판] 섀도우용 수영복 코스튬 (무제한)
43248	[강화판] 미스틱용 수영복 코스튬 (무제한)
43249	[강화판] 헬로이드용 수영복 코스튬 (무제한)
43250	[강화판] 위치블레이드용 수영복 코스튬 (무제한)
43251	[강화판] 버서커용 수영복 코스튬
43252	[강화판] 드래곤나이트용 수영복 코스튬
43253	[강화판] 발키리용 수영복 코스튬
43254	[강화판] 엘리멘탈리스트용 수영복 코스튬
43255	[강화판] 섀도우용 수영복 코스튬
43256	[강화판] 미스틱용 수영복 코스튬
43257	[강화판] 헬로이드용 수영복 코스튬
43258	[강화판] 위치블레이드용 수영복 코스튬
43586	각성박스Lv3(하급)	
43587	각성박스Lv3(중급)	
43588	각성박스Lv3(상급)	
43589	각성박스Lv3(최상급)	
43590	[E-2] 헤파스토 방어구 세트	
43591	[E-2.5] 헤파스토 방어구 세트	
43592	[E-3] 헤파스토 방어구 세트	
43593	[E-2] 무기 각성 풀박스	
43594	[E-2.5] 무기 각성 풀박스	
43595	[E-3] 무기 각성 풀박스	
43596	[U-1.5] 무기 각성 풀박스	
43597	[U-2] 무기 각성 풀박스	
43598	[E-2] 방어구 각성 풀박스	
43599	[E-2.5] 방어구 각성 풀박스	
43600	[E-3] 방어구 각성 풀박스	
44586	파괴의 결정체 3레벨 2개, 수호의 결정체 3레벨 8개가 들어있는 상자	
44587	파괴의 결정체 3레벨 4개, 수호의 결정체 3레벨 16개가 들어있는 상자	
44588	파괴의 결정체 3레벨 7개, 수호의 결정체 3레벨 28개가 들어있는 상자	
44589	파괴의 결정체 3레벨 11개, 수호의 결정체 3레벨 44개가 들어있는 상자	
44590	엘리트 2차 헤파스토의 방어구 8종류가 모두 들어있는 상자	
44591	엘리트 2.5차 헤파스토의 방어구 8종류가 모두 들어있는 상자	
44592	엘리트 3차 헤파스토의 방어구 8종류가 모두 들어있는 상자	
43583	[E-2] 무기 각성 2박스
43584	[E-2] 방어구 각성 2박스
44583	엘리트 2차 헤파스토의 무기 2개, 각성첨가제 4개가 들어있는 상자
44584	[E-2] 헤파스토의 방어구 세트 2개, 각성첨가제 32개가 들어있는 상자
44593	엘리트 2차 헤파스토의 무기 4개, 각성첨가제 8개가 들어있는 상자
44594	엘리트 2.5차 헤파스토의 무기 2개, 각성첨가제 8개가 들어있는 상자
44595	엘리트 3차 헤파스토의 무기 2개, 각성첨가제 10개가 들어있는 상자
44596	유니크 1.5차 헤파스토의 무기 2개, 각성첨가제 6개가 들어있는 상자
44597	유니크 2차 헤파스토의 무기 2개, 각성첨가제 12개가 들어있는 상자
44598	[E-2] 헤파스토의 방어구 세트 4개, 각성첨가제 64개가 들어있는 상자
44599	[E-2.5] 헤파스토의 방어구 세트 2개, 각성첨가제 64개가 들어있는 상자
44600	[E-3] 헤파스토의 방어구 세트 2개, 각성첨가제 80개가 들어있는 상자
43585	해변의 아쿠아 머메이드
44585	해변의 아쿠아 머메이드를 소환합니다.(소환시 옵션 부여, 친밀도 60%, 친밀도 100% 달성시 추가 옵션 부여)
//오후 11:43 2015-06-23
48579	수영복 코스튬 교환티켓
48580	벨트헨 마을의 '[SUMMER FESTIVAL]코스튬 교환인'에게 가져가면 원하는 클래스의 수영복 코스튬으로 교환할 수 있습니다.
//오후 4:26 2015-06-26
48612	이제는 힘을 잃어 버린 보석 조각.
35750	[W-2] 피로물든 메피스토
48364	세리엔트 비치 이동 스크롤
48103	세리엔트 온천으로 이동 합니다.<우클릭으로 사용>
48366	청량음료
48367	썬글라스
48368	썬크림
48369	튜브
48370	비치타월
48372	메인 스테이지 이용권
48230	청량음료를 소지하고 세리엔트 비치에 방문하면 7초마다 260,000의 경험치를 획득할 수 있습니다.\n\n여러개의 청량음료를 가지고 있어도 경험치 효과가 중첩되지 않습니다.\n\n세리엔트 비치는 130레벨부터 입장 가능하며, 코르토크 마을 및 에스마라 마을 잡화상인에게서 세리엔트 비치 이동스크롤을 구입하여 입장할 수 있습니다.
48384	썬글라스를 소지하고 세리엔트 비치에 방문하면 3초마다 15,000의 경험치를 획득할 수 있습니다.\n\n여러개의 썬글라스를 가지고 있어도 경험치 효과가 중첩되지 않습니다.\n\n세리엔트 비치는 130레벨부터 입장 가능하며, 코르토크 마을 및 에스마라 마을 잡화상인에게서 세리엔트 비치 이동스크롤을 구입하여 입장할 수 있습니다.
48388	썬크림을 소지하고 세리엔트 비치에 방문하면 4초마다 30,000의 경험치를 획득할 수 있습니다.\n\n여러개의 썬크림을 가지고 있어도 경험치 효과가 중첩되지 않습니다.\n\n세리엔트 비치는 130레벨부터 입장 가능하며, 코르토크 마을 및 에스마라 마을 잡화상인에게서 세리엔트 비치 이동스크롤을 구입하여 입장할 수 있습니다.
48391	튜브를 소지하고 세리엔트 비치에 방문하면 5초마다 62,000의 경험치를 획득할 수 있습니다.\n\n여러개의 튜브를 가지고 있어도 경험치 효과가 중첩되지 않습니다.\n\n세리엔트 비치는 130레벨부터 입장 가능하며, 코르토크 마을 및 에스마라 마을 잡화상인에게서 세리엔트 비치 이동스크롤을 구입하여 입장할 수 있습니다.
48392	비치타월을 소지하고 세리엔트 비치에 방문하면 6초마다 149,000의 경험치를 획득할 수 있습니다.\n\n여러개의 비치타월을 가지고 있어도 경험치 효과가 중첩되지 않습니다.\n\n세리엔트 비치는 130레벨부터 입장 가능하며, 코르토크 마을 및 에스마라 마을 잡화상인에게서 세리엔트 비치 이동스크롤을 구입하여 입장할 수 있습니다.
48395	세리엔트 비치 메인 스테이지에 입장할 수 있는 이용권.\n메인 스테이지에서는 7초마다 520,000의 경험치를 획득할 수 있습니다.\n\n보관함에서 출고 시, 만료시간이 바로 설정되며, 여러장의 이용권을 가지고 있어도 경험치 효과가 중첩되지 않습니다. 구입 시 주의해 주세요.
//오후 6:11 2015-06-29
90471	대지의 숨결
90478	희미한 정령의 날개
92471	대지의 기운이 충만한 곳에서 발견되는 신비한 에너지
92478	정령들의 기운이 희미하게 남은 날개
90852	대지의 숨결
92852	대지의 숨결을 모두 수집합니다. 대지의 숨결은 녹음의 대지 몬스터로부터 드랍됩니다.
90344	희미한 정령의 날개
92344	희미한 정령의 날개를 모두 수집합니다. 잊혀진 주화는 정령들의 쉼터 몬스터로부터 드랍됩니다.
90367	심연의 시트리 사냥
92367	보스몬스터 심연의 시트리를 사냥 합니다.
3233	장비의 차수나 아이템의 대표 명칭을 검색하여 어떤 몬스터가 해당 아이템을 드랍하는지 확인할 수 있습니다.  (Ex : 쟈드, [E-1], [E-1.5])
43607	파수꾼 사이베드의 무기
43608	어둠의 나크라트의 무기
43609	사제 시트나르타의 무기
43610	수라키의 무기
43611	영혼 강탈자의 무기
43612	갈루아의 무기
44607	파수꾼 사이베드가 제국에서 지급받은 강화무기
44608	어둠의 나크라트가 제국에서 지급받은 강화무기
44609	사제 시트나르타가 제국에서 지급받은 강화무기
44610	수라키가 제국에서 지급받은 강화무기
44611	영혼 강탈자가 제국에서 지급받은 강화무기
44612	갈루아가 제국에서 지급받은 강화무기
43629	숲의 정복자 방어구
43630	지하수로의 정복자 방어구
43631	설원의 정복자 방어구
43632	용족의 정복자 방어구
43633	아이올트의 정복자 방어구
43634	헬론의 정복자 방어구
44629	야수들의 숲에서 가끔씩 발견된다는 희귀한 방어구. \n 8가지 방어구를 모두 모으면 대지의 기운을 얻을 수 있다고 한다.
44630	에텔레인 지하수로에서 가끔씩 발견된다는 희귀한 방어구. \n 8가지 방어구를 모두 모으면 암흑의 기운을 얻을 수 있다고 한다.
44631	얼어붙은 설원에서 가끔씩 발견된다는 희귀한 방어구. \n 8가지 방어구를 모두 모으면 물의 기운을 얻을 수 있다고 한다.
44632	용족의 계곡에서 가끔씩 발견된다는 희귀한 방어구. \n 8가지 방어구를 모두 모으면 불의 기운을 얻을 수 있다고 한다.
44633	아이올트 공동묘지에서 가끔씩 발견된다는 희귀한 방어구. \n 8가지 방어구를 모두 모으면 바람의 기운을 얻을 수 있다고 한다.
44634	헬론의 성에서 가끔씩 발견된다는 희귀한 방어구. \n 그 성능은 현재 제작인들의 기술을 훨씬 능가한다.
43635	쟈드
43636	쟈드
43637	쟈드
43638	쟈드
43639	합성 쟈드
43640	합성 쟈드
43641	합성 쟈드
44635	무기나 방어구의 소켓에 옵션을 부여합니다.
44636	무기나 방어구의 소켓에 옵션을 부여합니다.
44637	무기나 방어구의 소켓에 옵션을 부여합니다.
44638	무기나 방어구의 소켓에 옵션을 부여합니다.
44639	무기나 방어구의 소켓에 옵션을 부여합니다.
44640	무기나 방어구의 소켓에 옵션을 부여합니다.
44641	무기나 방어구의 소켓에 옵션을 부여합니다.
43622	[E-1] 엘리트 1차 무기
43623	[E-1.5] 엘리트 1.5차 무기
43624	[E-2] 엘리트 2차 무기
43625	[E-2.5] 엘리트 2.5차 무기
43626	[E-3] 엘리트 3차 무기
43627	[E-3.5] 엘리트 3.5차 무기
43628	[E-4] 엘리트 4차 무기
44622	각 클래스 엘리트 1차 무기
44623	각 클래스 엘리트 1.5차 무기
44624	각 클래스 엘리트 2차 무기
44625	각 클래스 엘리트 2.5차 무기
44626	각 클래스 엘리트 3차 무기
44627	각 클래스 엘리트 3.5차 무기
44628	각 클래스 엘리트 4차 무기
43644	[E-1] 엘리트 1차 방어구
43645	[E-1.5] 엘리트 1.5차 방어구
43646	[E-2] 엘리트 2차 방어구
43647	[E-2.5] 엘리트 2.5차 방어구
43648	[E-3] 엘리트 3차 방어구
43649	[E-3.5] 엘리트 3.5차 방어구
43650	[E-4] 엘리트 4차 방어구
44644	각 클래스 엘리트 1차 방어구
44645	각 클래스 엘리트 1.5차 방어구
44646	각 클래스 엘리트 2차 방어구
44647	각 클래스 엘리트 2.5차 방어구
44648	각 클래스 엘리트 3차 방어구
